회사명,종목코드,업종,상장일,시장구분,yf_ticker
포니링크,064800,"섬유, 의복, 신발 및 가죽제품 소매업",2002-08-22,코스닥,064800.KQ
포스코엠텍,009520,1차 철강 제조업,1997-11-10,코스닥,009520.KQ
폴라리스오피스,041020,소프트웨어 개발 및 공급업,2005-10-28,코스닥,041020.KQ
푸드나무,290720,무점포 소매업,2018-10-04,코스닥,290720.KQ
프레스티지바이오로직스,334970,의약품 제조업,2021-03-11,코스닥,334970.KQ
프로이천,321260,반도체 제조업,2019-05-31,코스닥,321260.KQ
프롬바이오,377220,기타 식품 제조업,2021-09-28,코스닥,377220.KQ
플래티어,367000,소프트웨어 개발 및 공급업,2021-08-12,코스닥,367000.KQ
플레이디,237820,광고업,2020-03-12,코스닥,237820.KQ
피씨엘,241820,의료용품 및 기타 의약 관련제품 제조업,2017-02-23,코스닥,241820.KQ
피앤에스미캐닉스,460940,의료용 기기 제조업,2024-07-31,코스닥,460940.KQ
피에이치에이,043370,자동차 신품 부품 제조업,2001-12-13,코스닥,043370.KQ
피엔에이치테크,239890,기초 화학물질 제조업,2021-02-16,코스닥,239890.KQ
핑거스토리,417180,기타 정보 서비스업,2022-12-08,코스닥,417180.KQ
하나26호스팩,446750,금융 지원 서비스업,2023-03-07,코스닥,446750.KQ
하스,450330,의료용품 및 기타 의약 관련제품 제조업,2024-07-03,코스닥,450330.KQ
하이제8호스팩,450050,금융 지원 서비스업,2023-06-22,코스닥,450050.KQ
한네트,052600,전기 통신업,2001-07-10,코스닥,052600.KQ
한솔인티큐브,070590,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",2004-01-08,코스닥,070590.KQ
현대사료,016790,동물용 사료 및 조제식품 제조업,2018-06-01,코스닥,016790.KQ
화인써키트,127980,전자부품 제조업,2023-02-17,코스닥,127980.KQ
휴림에이텍,078590,자동차 신품 부품 제조업,2005-10-27,코스닥,078590.KQ
휴마시스,205470,의료용품 및 기타 의약 관련제품 제조업,2014-12-01,코스닥,205470.KQ
휴먼테크놀로지,175140,통신 및 방송 장비 제조업,2015-09-23,코스닥,175140.KQ
휴온스,243070,의약품 제조업,2016-06-03,코스닥,243070.KQ
GST,083450,특수 목적용 기계 제조업,2006-02-01,코스닥,083450.KQ
HB인베스트먼트,440290,기타 금융업,2024-01-25,코스닥,440290.KQ
HLB바이오스텝,278650,자연과학 및 공학 연구개발업,2019-11-27,코스닥,278650.KQ
HLB이노베이션,024850,전자부품 제조업,2001-01-18,코스닥,024850.KQ
HLB제넥스,187420,기초 의약물질 제조업,2015-05-29,코스닥,187420.KQ
HLB파나진,046210,의료용품 및 기타 의약 관련제품 제조업,2000-08-16,코스닥,046210.KQ
IBKS제24호스팩,469480,금융 지원 서비스업,2024-02-01,코스닥,469480.KQ
KB제27호스팩,464680,금융 지원 서비스업,2023-11-03,코스닥,464680.KQ
KB제29호스팩,478390,금융 지원 서비스업,2024-06-21,코스닥,478390.KQ
RF머트리얼즈,327260,전자부품 제조업,2019-12-24,코스닥,327260.KQ
RF시스템즈,474610,기타 금속 가공제품 제조업,2024-11-19,코스닥,474610.KQ
YTN,040300,"영화, 비디오물, 방송프로그램 제작 및 배급업",2001-09-04,코스닥,040300.KQ
YW,051390,상품 종합 도매업,2001-11-15,코스닥,051390.KQ
강동씨앤엘,198440,"시멘트, 석회, 플라스터 및 그 제품 제조업",2014-08-13,코스닥,198440.KQ
고려신용정보,049720,기타 사업지원 서비스업,2002-01-31,코스닥,049720.KQ
고영,098460,특수 목적용 기계 제조업,2008-06-03,코스닥,098460.KQ
교보15호스팩,465320,금융 지원 서비스업,2023-12-05,코스닥,465320.KQ
넥스트아이,137940,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",2011-06-14,코스닥,137940.KQ
넵튠,217270,소프트웨어 개발 및 공급업,2015-06-18,코스닥,217270.KQ
노머스,473980,창작 및 예술관련 서비스업,2024-11-12,코스닥,473980.KQ
노브랜드,145170,편조의복 제조업,2024-05-23,코스닥,145170.KQ
누보,332290,"비료, 농약 및 살균, 살충제 제조업",2019-10-11,코스닥,332290.KQ
뉴인텍,012340,자동차 신품 부품 제조업,1997-02-12,코스닥,012340.KQ
다산솔루에타,154040,전자부품 제조업,2013-12-27,코스닥,154040.KQ
대동스틸,048470,기타 전문 도매업,2002-01-10,코스닥,048470.KQ
대신밸런스제14호스팩,442310,금융 지원 서비스업,2022-12-05,코스닥,442310.KQ
대신정보통신,020180,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",1995-10-06,코스닥,020180.KQ
대원미디어,048910,기타 전문 도매업,2001-07-31,코스닥,048910.KQ
대주산업,003310,동물용 사료 및 조제식품 제조업,1992-08-01,코스닥,003310.KQ
대화제약,067080,의약품 제조업,2003-02-14,코스닥,067080.KQ
더라미,032860,"해체, 선별 및 원료 재생업",1997-07-04,코스닥,032860.KQ
덕신이피씨,090410,"구조용 금속제품, 탱크 및 증기발생기 제조업",2014-08-01,코스닥,090410.KQ
덱스터,206560,"영화, 비디오물, 방송프로그램 제작 및 배급업",2015-12-22,코스닥,206560.KQ
듀켐바이오,176750,의약품 제조업,2024-12-20,코스닥,176750.KQ
드래곤플라이,030350,소프트웨어 개발 및 공급업,1997-11-10,코스닥,030350.KQ
디앤디파마텍,347850,자연과학 및 공학 연구개발업,2024-05-02,코스닥,347850.KQ
디에이치엑스컴퍼니,031860,상품 종합 도매업,1997-01-07,코스닥,031860.KQ
디에이테크놀로지,196490,특수 목적용 기계 제조업,2014-11-19,코스닥,196490.KQ
디오,039840,의료용 기기 제조업,2000-06-29,코스닥,039840.KQ
디지틀조선,033130,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",1997-08-06,코스닥,033130.KQ
딜리,131180,컴퓨터 및 주변장치 제조업,2011-01-31,코스닥,131180.KQ
딥마인드,223310,상품 종합 도매업,2015-12-24,코스닥,223310.KQ
라이온켐텍,171120,기타 화학제품 제조업,2013-11-19,코스닥,171120.KQ
링네트,042500,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",2002-01-10,코스닥,042500.KQ
메디앙스,014100,상품 종합 도매업,1995-01-03,코스닥,014100.KQ
모니터랩,434480,소프트웨어 개발 및 공급업,2023-05-19,코스닥,434480.KQ
모비데이즈,363260,광고업,2021-02-10,코스닥,363260.KQ
미래에셋비전스팩5호,477470,금융 지원 서비스업,2024-06-19,코스닥,477470.KQ
미코,059090,반도체 제조업,2002-01-15,코스닥,059090.KQ
바이오솔루션,086820,기초 의약물질 제조업,2018-08-20,코스닥,086820.KQ
보성파워텍,006910,"구조용 금속제품, 탱크 및 증기발생기 제조업",1994-09-07,코스닥,006910.KQ
브리지텍,064480,소프트웨어 개발 및 공급업,2008-06-04,코스닥,064480.KQ
블루엠텍,439580,기타 전문 도매업,2023-12-13,코스닥,439580.KQ
비나텍,126340,일차전지 및 이차전지 제조업,2020-09-23,코스닥,126340.KQ
비스토스,419540,의료용 기기 제조업,2022-10-18,코스닥,419540.KQ
비올,335890,의료용 기기 제조업,2019-12-03,코스닥,335890.KQ
비츠로시스,054220,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2001-12-26,코스닥,054220.KQ
빅텍,065450,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",2003-02-05,코스닥,065450.KQ
삼현,437730,자동차 신품 부품 제조업,2024-03-21,코스닥,437730.KQ
상아프론테크,089980,플라스틱제품 제조업,2011-07-21,코스닥,089980.KQ
새빗켐,107600,기타 화학제품 제조업,2022-08-04,코스닥,107600.KQ
서연탑메탈,019770,특수 목적용 기계 제조업,2011-06-24,코스닥,019770.KQ
서울전자통신,027040,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",1999-12-03,코스닥,027040.KQ
성우,458650,일차전지 및 이차전지 제조업,2024-10-31,코스닥,458650.KQ
세동,053060,자동차 신품 부품 제조업,2001-08-17,코스닥,053060.KQ
세운메디칼,100700,의료용품 및 기타 의약 관련제품 제조업,2008-09-30,코스닥,100700.KQ
세원물산,024830,자동차 신품 부품 제조업,1994-12-29,코스닥,024830.KQ
세종텔레콤,036630,전기 및 통신 공사업,2000-01-04,코스닥,036630.KQ
세중,039310,소프트웨어 개발 및 공급업,2000-06-09,코스닥,039310.KQ
세화피앤씨,252500,기타 화학제품 제조업,2016-11-02,코스닥,252500.KQ
셀로맥스사이언스,471820,기타 식품 제조업,2024-12-13,코스닥,471820.KQ
소프트캠프,258790,소프트웨어 개발 및 공급업,2017-04-27,코스닥,258790.KQ
수성웹툰,084180,일반 목적용 기계 제조업,2005-12-16,코스닥,084180.KQ
수젠텍,253840,의료용품 및 기타 의약 관련제품 제조업,2019-05-28,코스닥,253840.KQ
슈어소프트테크,298830,소프트웨어 개발 및 공급업,2023-04-28,코스닥,298830.KQ
스코넥,276040,소프트웨어 개발 및 공급업,2022-02-04,코스닥,276040.KQ
시선AI,340810,소프트웨어 개발 및 공급업,2023-05-19,코스닥,340810.KQ
시큐브,131090,소프트웨어 개발 및 공급업,2011-12-21,코스닥,131090.KQ
신라섬유,001000,부동산 임대 및 공급업,1994-06-28,코스닥,001000.KQ
신라에스지,025870,음·식료품 및 담배 도매업,1995-07-07,코스닥,025870.KQ
신테카바이오,226330,소프트웨어 개발 및 공급업,2019-12-17,코스닥,226330.KQ
신한제12호스팩,474660,금융 지원 서비스업,2024-04-15,코스닥,474660.KQ
심플랫폼,444530,소프트웨어 개발 및 공급업,2025-03-21,코스닥,444530.KQ
썸에이지,208640,소프트웨어 개발 및 공급업,2014-12-29,코스닥,208640.KQ
쓰리빌리언,394800,자연과학 및 공학 연구개발업,2024-11-14,코스닥,394800.KQ
씨앤씨인터내셔널,352480,기타 화학제품 제조업,2021-05-17,코스닥,352480.KQ
씨앤투스,352700,화학섬유 제조업,2021-01-28,코스닥,352700.KQ
씨엔알리서치,359090,"그외 기타 전문, 과학 및 기술 서비스업",2020-09-23,코스닥,359090.KQ
씨유메디칼,115480,의료용 기기 제조업,2011-12-15,코스닥,115480.KQ
아가방컴퍼니,013990,생활용품 도매업,2002-01-17,코스닥,013990.KQ
아모텍,052710,전자부품 제조업,2003-08-01,코스닥,052710.KQ
아스타,246720,의료용품 및 기타 의약 관련제품 제조업,2017-03-20,코스닥,246720.KQ
아스테라시스,450950,의료용 기기 제조업,2025-01-24,코스닥,450950.KQ
아이비젼웍스,469750,특수 목적용 기계 제조업,2024-09-03,코스닥,469750.KQ
아이스크림미디어,461300,소프트웨어 개발 및 공급업,2024-08-30,코스닥,461300.KQ
아이앤씨,052860,반도체 제조업,2009-10-06,코스닥,052860.KQ
아이윈,090150,자동차 신품 부품 제조업,2006-10-20,코스닥,090150.KQ
알멕,354320,1차 비철금속 제조업,2023-06-30,코스닥,354320.KQ
알서포트,131370,소프트웨어 개발 및 공급업,2011-01-05,코스닥,131370.KQ
알에프세미,096610,반도체 제조업,2007-11-20,코스닥,096610.KQ
알엔투테크놀로지,148250,전자부품 제조업,2016-06-22,코스닥,148250.KQ
앤씨앤,092600,반도체 제조업,2007-06-26,코스닥,092600.KQ
앱트뉴로사이언스,270520,"건축기술, 엔지니어링 및 관련 기술 서비스업",2017-08-22,코스닥,270520.KQ
양지사,030960,인쇄 및 인쇄관련 산업,1996-10-24,코스닥,030960.KQ
에스넷,038680,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",2000-04-27,코스닥,038680.KQ
에스씨엠생명과학,298060,의약품 제조업,2020-06-17,코스닥,298060.KQ
에스퓨얼셀,288620,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2018-10-15,코스닥,288620.KQ
에스피시스템스,317830,특수 목적용 기계 제조업,2019-08-14,코스닥,317830.KQ
에이직랜드,445090,반도체 제조업,2023-11-13,코스닥,445090.KQ
에이치엠넥스,036170,반도체 제조업,1999-12-21,코스닥,036170.KQ
에이텀,355690,전자부품 제조업,2023-12-01,코스닥,355690.KQ
에코마케팅,230360,광고업,2016-08-08,코스닥,230360.KQ
에코프로,086520,기타 금융업,2007-07-20,코스닥,086520.KQ
에프앤가이드,064850,기타 정보 서비스업,2020-12-17,코스닥,064850.KQ
에프엔씨엔터,173940,창작 및 예술관련 서비스업,2014-12-04,코스닥,173940.KQ
엑스게이트,356680,소프트웨어 개발 및 공급업,2023-03-16,코스닥,356680.KQ
엔비티,236810,광고업,2021-01-21,코스닥,236810.KQ
엔시트론,101400,반도체 제조업,2009-03-31,코스닥,101400.KQ
엔켐,348370,기초 화학물질 제조업,2021-11-01,코스닥,348370.KQ
엔투텍,227950,특수 목적용 기계 제조업,2015-11-18,코스닥,227950.KQ
엘오티베큠,083310,특수 목적용 기계 제조업,2005-10-05,코스닥,083310.KQ
엠투엔,033310,전자부품 제조업,1997-11-10,코스닥,033310.KQ
오비고,352910,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",2021-07-13,코스닥,352910.KQ
오스코텍,039200,의약품 제조업,2007-01-17,코스닥,039200.KQ
오스테오닉,226400,의료용 기기 제조업,2018-02-22,코스닥,226400.KQ
오에스피,368970,동물용 사료 및 조제식품 제조업,2022-10-14,코스닥,368970.KQ
올릭스,226950,자연과학 및 공학 연구개발업,2018-07-18,코스닥,226950.KQ
옵투스제약,131030,의약품 제조업,2010-12-03,코스닥,131030.KQ
옵트론텍,082210,사진장비 및 광학기기 제조업,2005-06-24,코스닥,082210.KQ
와이바이오로직스,338840,자연과학 및 공학 연구개발업,2023-12-05,코스닥,338840.KQ
우원개발,046940,기반조성 및 시설물 축조관련 전문공사업,2002-06-18,코스닥,046940.KQ
웹케시,053580,소프트웨어 개발 및 공급업,2019-01-25,코스닥,053580.KQ
위즈코프,038620,연료 소매업,2000-05-04,코스닥,038620.KQ
위츠,459100,전자부품 제조업,2024-11-20,코스닥,459100.KQ
유바이오로직스,206650,의약품 제조업,2017-01-24,코스닥,206650.KQ
유안타제10호스팩,435380,금융 지원 서비스업,2022-10-06,코스닥,435380.KQ
유안타제17호스팩,493790,금융 지원 서비스업,2025-01-23,코스닥,493790.KQ
유진로봇,056080,특수 목적용 기계 제조업,2001-11-13,코스닥,056080.KQ
유진테크놀로지,240600,기타 금속 가공제품 제조업,2023-11-02,코스닥,240600.KQ
유투바이오,221800,기타 과학기술 서비스업,2023-11-02,코스닥,221800.KQ
유티아이,179900,전자부품 제조업,2017-09-27,코스닥,179900.KQ
유틸렉스,263050,기초 의약물질 제조업,2018-12-24,코스닥,263050.KQ
윤성에프앤씨,372170,특수 목적용 기계 제조업,2022-11-14,코스닥,372170.KQ
이수앱지스,086890,의료용품 및 기타 의약 관련제품 제조업,2009-02-03,코스닥,086890.KQ
이엠넷,123570,광고업,2011-11-25,코스닥,123570.KQ
